ID,CSV,HEIGHTMAP
101,bumps1_training_1.csv,bumps1.png
102,bumps1_training_2.csv,bumps1.png
103,bumps1_training_3.csv,bumps1.png
104,bumps1_training_4.csv,bumps1.png
105,bumps1_training_5.csv,bumps1.png
106,bumps1_training_6.csv,bumps1.png
107,bumps1_training_7.csv,bumps1.png
108,bumps1_training_8.csv,bumps1.png
109,bumps1_training_9.csv,bumps1.png
110,bumps2_training_0.csv,bumps2.png
111,bumps2_training_1.csv,bumps2.png
112,bumps2_training_2.csv,bumps2.png
113,bumps2_training_3.csv,bumps2.png
114,bumps2_training_5.csv,bumps2.png
115,bumps2_training_6.csv,bumps2.png
116,bumps2_training_7.csv,bumps2.png
117,bumps2_training_8.csv,bumps2.png
118,bumps2_training_9.csv,bumps2.png
119,custom1_training_0.csv,custom1.png
120,custom1_training_1.csv,custom1.png
121,custom1_training_2.csv,custom1.png
122,custom1_training_3.csv,custom1.png
123,custom1_training_4.csv,custom1.png
124,custom1_training_5.csv,custom1.png
125,custom1_training_6.csv,custom1.png
126,custom1_training_7.csv,custom1.png
127,custom1_training_8.csv,custom1.png
128,custom1_training_9.csv,custom1.png
129,holes1_training_0.csv,holes1.png
130,holes1_training_1.csv,holes1.png
131,holes1_training_2.csv,holes1.png
132,holes1_training_3.csv,holes1.png
133,holes1_training_4.csv,holes1.png
134,holes1_training_5.csv,holes1.png
135,holes1_training_6.csv,holes1.png
136,holes1_training_7.csv,holes1.png
137,holes1_training_8.csv,holes1.png
138,holes1_training_9.csv,holes1.png
139,holes2_training_0.csv,holes2.png
140,holes2_training_1.csv,holes2.png
141,holes2_training_2.csv,holes2.png
142,holes2_training_3.csv,holes2.png
143,holes2_training_4.csv,holes2.png
144,holes2_training_5.csv,holes2.png
145,holes2_training_6.csv,holes2.png
146,holes2_training_7.csv,holes2.png
147,holes2_training_8.csv,holes2.png
148,holes2_training_9.csv,holes2.png
149,rails1_training_0.csv,rails1.png
150,rails1_training_1.csv,rails1.png
151,rails1_training_2.csv,rails1.png
152,rails1_training_3.csv,rails1.png
153,rails1_training_4.csv,rails1.png
154,rails1_training_5.csv,rails1.png
155,rails1_training_6.csv,rails1.png
156,rails1_training_7.csv,rails1.png
157,rails1_training_8.csv,rails1.png
158,rails1_training_9.csv,rails1.png
159,rails2_training_0.csv,rails2.png
160,rails2_training_1.csv,rails2.png
161,rails2_training_2.csv,rails2.png
162,rails2_training_3.csv,rails2.png
163,rails2_training_4.csv,rails2.png
164,rails2_training_5.csv,rails2.png
165,rails2_training_6.csv,rails2.png
166,rails2_training_7.csv,rails2.png
167,rails2_training_8.csv,rails2.png
168,rails2_training_9.csv,rails2.png
169,slope_rocks1_training_0.csv,slope_rocks1.png
170,slope_rocks1_training_1.csv,slope_rocks1.png
171,slope_rocks1_training_2.csv,slope_rocks1.png
172,slope_rocks1_training_3.csv,slope_rocks1.png
173,slope_rocks1_training_4.csv,slope_rocks1.png
174,slope_rocks1_training_5.csv,slope_rocks1.png
175,slope_rocks1_training_6.csv,slope_rocks1.png
176,slope_rocks1_training_7.csv,slope_rocks1.png
177,slope_rocks1_training_8.csv,slope_rocks1.png
178,slope_rocks1_training_9.csv,slope_rocks1.png
179,slope_rocks2_training_0.csv,slope_rocks2.png
180,slope_rocks2_training_1.csv,slope_rocks2.png
181,slope_rocks2_training_2.csv,slope_rocks2.png
182,slope_rocks2_training_3.csv,slope_rocks2.png
183,slope_rocks2_training_4.csv,slope_rocks2.png
184,slope_rocks2_training_5.csv,slope_rocks2.png
185,slope_rocks2_training_6.csv,slope_rocks2.png
186,slope_rocks2_training_7.csv,slope_rocks2.png
187,slope_rocks2_training_8.csv,slope_rocks2.png
188,slope_rocks2_training_9.csv,slope_rocks2.png
189,steps1_training_0.csv,steps1.png
191,steps1_training_2.csv,steps1.png
192,steps1_training_3.csv,steps1.png
193,steps1_training_4.csv,steps1.png
194,steps1_training_5.csv,steps1.png
195,steps1_training_6.csv,steps1.png
196,steps1_training_7.csv,steps1.png
197,steps1_training_9.csv,steps1.png
198,steps2_training_0.csv,steps2.png
199,steps2_training_1.csv,steps2.png
200,steps2_training_2.csv,steps2.png
201,steps2_training_3.csv,steps2.png
202,steps2_training_4.csv,steps2.png
203,steps2_training_5.csv,steps2.png
204,steps2_training_6.csv,steps2.png
205,steps2_training_7.csv,steps2.png
206,steps2_training_8.csv,steps2.png
